AAC3_PRIME.AGly_AF355189.1_gene2_1_Aminoglycosides_Aminoglycoside_N_acetyltransferases_AAC3_PRIME was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_205_1_KC900516_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_21_1_Y17582_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_22_Y17583_214_1071_861_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_26B_L19940_198_1006_861_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_42_X98047_1_844_844_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_59_AF062386_31_862_832_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_7_AF527798_1_785_785_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_89_AY039040_189_1022_861_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_Y17581.1_gene1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_Y17584.1_gene1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_1045658_gb_U37195.1_ECU37195_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_110610032_gb_DQ679961.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_114386381_gb_DQ834728.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_114386383_gb_DQ834729.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_13236847_gb_AY027590.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_13272527_gb_AF332513.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_134154076_gb_EF468463.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_13562034_gb_AF351241.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_145975406_gb_EF534736.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_14700043_gb_AY039040.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_149167_gb_M88143.1_KPNBETALAC_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_1524022_emb_X95401.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_15485218_emb_AJ308558.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_15624078_gb_AF203816.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_157676817_emb_AM087454.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_161016656_emb_AM849805.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_161367441_gb_EU274580.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_166157193_emb_AM183304.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_16798369_gb_AF427127.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_16798371_gb_AF427128.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_16798373_gb_AF427129.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_16798375_gb_AF427130.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_20198332_gb_AF347054.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_20805893_gb_AF506748.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_209974341_gb_FJ360884.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_21464484_gb_AY101578.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_21464495_gb_AY101764.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_21541782_gb_AF516719.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_21541784_gb_AF516720.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_21998650_emb_X54606.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_223006550_emb_AM941159.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_22725666_gb_AF535127.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_23505685_gb_AY130284.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_237846382_gb_FJ919776.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_25900616_emb_AJ437107.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_2648042_emb_X97254.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_284468331_gb_GU550123.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_29650763_gb_AY243512.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_296951_emb_X65252.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_296953_emb_X65253.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_296955_emb_X65254.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_2970344_gb_AF047171.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_305657912_gb_HM246246.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_313586334_gb_HQ529916.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_3282023_emb_Y17581.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_3282027_emb_Y17583.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_342219561_gb_JN211012.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_351735908_gb_JF949915.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_358009200_gb_JN227084.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_379056275_dbj_AB700703.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_38098484_gb_AY436361.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_3851587_gb_AF093512.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_395628217_gb_JX050178.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_41816_emb_X57972.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_4557165_gb_AF104441.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_4557167_gb_AF104442.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_46370392_gb_AY589493.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_46370394_gb_AY589494.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_46370396_gb_AY589495.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_48527203_gb_AY628199.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_48734421_gb_AY628175.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_48734423_gb_AY628176.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_494595013_gb_KC865667.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_558500530_gb_KF663615.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_5650760_gb_AF062386.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_57232517_gb_AY853593.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_58200708_gb_AY874537.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_6007798_gb_AF188199.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_6176541_gb_AF190692.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_6176543_gb_AF190693.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_6176545_gb_AF190694.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_6176547_gb_AF190695.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_61967135_gb_AY956335.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_6606273_gb_AF157553.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.gi_68137405_gb_DQ075245.1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TET33.1374_DQ077487.1_DQ077487_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TET33 was removed because does not look like a gene, so removing its metadata
TET39.Tet_tet39_2_EU495991_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TET39 was removed because does not look like a gene, so removing its metadata
TET39.Tet_tet39_3_DQ195075_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TET39 was removed because does not look like a gene, so removing its metadata
TET45.CARD_phgb_GU584222_0_747_ARO_3003196_tet45_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TET45 was removed because does not look like a gene, so removing its metadata
TETA.1388_HQ399624.1_HQ399624_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TETA was removed because does not look like a gene, so removing its metadata
TETC.887_AY171578.1_AY171578_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TETC was removed because does not look like a gene, so removing its metadata
TETC.Tet_tetC_6_Y19114_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TETC was removed because does not look like a gene, so removing its metadata
TETE.Tet_tetE_1_Y19116_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TETE was removed because does not look like a gene, so removing its metadata
TETE.Tet_tetE_2_EF471995_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TETE was removed because does not look like a gene, so removing its metadata
TETG.Tet_tetG_1_AJ276217_Tetracyclines_Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps_TETG was removed because does not look like a gene, so removing its metadata
TETW.Tet_EU434751.1_gene2_Tetracyclines_Tetracycline_resistance_ribosomal_protection_proteins_TETW was removed because does not look like a gene, so removing its metadata
VANHA.749_AY618461.1_AY618461_Glycopeptides_VanA_type_resistance_protein_VANHA was removed because does not look like a gene, so removing its metadata
VANI.CARD_phgb_HQ433580_0_512_ARO_3003723_VanI_Glycopeptides_VanI_type_resistance_protein_VANI was removed because does not look like a gene, so removing its metadata
VANSB.Gly_VanS_B_AY655721_731_2074_1344_Glycopeptides_VanB_type_regulator_VANSB was removed because does not look like a gene, so removing its metadata
VANXA.751_AY618461.1_AY618461_Glycopeptides_VanA_type_resistance_protein_VANXA was removed because does not look like a gene, so removing its metadata
VANYD.Gly_AY082011.1_gene5_Glycopeptides_VanD_type_accessory_protein_VANYD was removed because does not look like a gene, so removing its metadata
VEB.CARD_phgb_KT283240.1_0_627_ARO_3002370_VEB_1_betalactams_Class_A_betalactamases_VEB was removed because does not look like a gene, so removing its metadata
VEB.gi_126202236_gb_EF420108.1_betalactams_Class_A_betalactamases_VEB was removed because does not look like a gene, so removing its metadata
VEB.gi_17999556_gb_AY027870.1_betalactams_Class_A_betalactamases_VEB was removed because does not look like a gene, so removing its metadata
VEB.gi_44894130_gb_AY536519.1_betalactams_Class_A_betalactamases_VEB was removed because does not look like a gene, so removing its metadata
VIM.Bla_AJ536835.1_gene1_betalactams_Class_B_betalactamases_VIM was removed because does not look like a gene, so removing its metadata
VIM.Bla_AY605049.2_gene1_betalactams_Class_B_betalactamases_VIM was removed because does not look like a gene, so removing its metadata
VIM.Bla_Y18050.2_gene3_betalactams_Class_B_betalactamases_VIM was removed because does not look like a gene, so removing its metadata
VIM.gi_157310266_emb_AM778091.1_betalactams_Class_B_betalactamases_VIM was removed because does not look like a gene, so removing its metadata
VIM.gi_22758830_gb_AY135661.1_betalactams_Class_B_betalactamases_VIM was removed because does not look like a gene, so removing its metadata
VIM.gi_26892103_gb_AY165025.1_betalactams_Class_B_betalactamases_VIM was removed because does not look like a gene, so removing its metadata
gyrB.ACou_AF329398.1_gene37_Aminocoumarins_Aminocoumarin_resistant_DNA_topoisomerases_gyrB_RequiresSNPConfirmation was removed because does not look like a gene, so removing its metadata
